# Wavelength, Molecular Absorption, Ozone, Rayleigh Scattering, Aerosol Extinction
3.000000000e+02	1.000000000e+00	8.690008864e-02	4.104966008e-01	9.553642367e-01
3.010000000e+02	1.000000000e+00	1.167872334e-01	4.156956961e-01	9.553642367e-01
3.020000000e+02	1.000000000e+00	1.492861186e-01	4.208664953e-01	9.553642367e-01
3.030000000e+02	1.000000000e+00	2.011565703e-01	4.260083578e-01	9.553642367e-01
3.040000000e+02	1.000000000e+00	2.315169731e-01	4.311206772e-01	9.553642367e-01
3.050000000e+02	1.000000000e+00	2.960217191e-01	4.362028802e-01	9.553642367e-01
3.060000000e+02	1.000000000e+00	3.375021139e-01	4.412544259e-01	9.553642367e-01
3.070000000e+02	1.000000000e+00	3.890795651e-01	4.462748052e-01	9.553642367e-01
3.080000000e+02	1.000000000e+00	4.398467528e-01	4.512635394e-01	9.553642367e-01
3.090000000e+02	1.000000000e+00	4.736710216e-01	4.562201798e-01	9.553642367e-01
3.100000000e+02	1.000000000e+00	5.514447972e-01	4.611443064e-01	9.553642367e-01
3.110000000e+02	1.000000000e+00	5.809251317e-01	4.660355278e-01	9.553642367e-01
3.120000000e+02	1.000000000e+00	6.285616603e-01	4.708934796e-01	9.553642367e-01
3.130000000e+02	1.000000000e+00	6.746572537e-01	4.757178241e-01	9.553642367e-01
3.140000000e+02	1.000000000e+00	6.887866457e-01	4.805082490e-01	9.553642367e-01
3.150000000e+02	1.000000000e+00	7.479448526e-01	4.852644672e-01	9.553642367e-01
3.160000000e+02	1.000000000e+00	7.578858020e-01	4.899862156e-01	9.553642367e-01
3.170000000e+02	1.000000000e+00	7.985189429e-01	4.946732543e-01	9.553642367e-01
3.180000000e+02	1.000000000e+00	8.049962993e-01	4.993253662e-01	9.553642367e-01
3.190000000e+02	1.000000000e+00	8.673047685e-01	5.039423559e-01	9.553642367e-01
3.200000000e+02	1.000000000e+00	8.287393173e-01	5.085240491e-01	9.553642367e-01
3.210000000e+02	1.000000000e+00	9.063420933e-01	5.130702916e-01	9.553642367e-01
3.220000000e+02	1.000000000e+00	8.716046796e-01	5.175809493e-01	9.553642367e-01
3.230000000e+02	1.000000000e+00	8.943555972e-01	5.220559068e-01	9.553642367e-01
3.240000000e+02	1.000000000e+00	9.488259467e-01	5.264950669e-01	9.553642367e-01
3.250000000e+02	1.000000000e+00	8.976500405e-01	5.308983501e-01	9.553642367e-01
3.260000000e+02	1.000000000e+00	9.452890130e-01	5.352656940e-01	9.553642367e-01
3.270000000e+02	1.000000000e+00	9.637321250e-01	5.395970521e-01	9.553642367e-01
3.280000000e+02	1.000000000e+00	9.222436675e-01	5.438923941e-01	9.553642367e-01
3.290000000e+02	1.000000000e+00	9.730054657e-01	5.481517043e-01	9.553642367e-01
3.300000000e+02	1.000000000e+00	9.808927352e-01	5.523749819e-01	9.553642367e-01
3.310000000e+02	1.000000000e+00	9.563672905e-01	5.565622399e-01	9.553642367e-01
3.320000000e+02	1.000000000e+00	9.813270348e-01	5.607135044e-01	9.553642367e-01
3.330000000e+02	1.000000000e+00	9.855054114e-01	5.648288146e-01	9.553642367e-01
3.340000000e+02	1.000000000e+00	9.707414535e-01	5.689082220e-01	9.553642367e-01
3.350000000e+02	1.000000000e+00	9.900375041e-01	5.729517895e-01	9.553642367e-01
3.360000000e+02	1.000000000e+00	9.941866096e-01	5.769595917e-01	9.553642367e-01
3.370000000e+02	1.000000000e+00	9.874575273e-01	5.809317136e-01	9.553642367e-01
3.380000000e+02	1.000000000e+00	9.893442522e-01	5.848682508e-01	9.553642367e-01
3.390000000e+02	1.000000000e+00	9.959000017e-01	5.887693083e-01	9.553642367e-01
3.400000000e+02	1.000000000e+00	9.922421085e-01	5.926350009e-01	9.553642367e-01
3.410000000e+02	1.000000000e+00	9.942539847e-01	5.964654520e-01	9.553642367e-01
3.420000000e+02	1.000000000e+00	9.969149136e-01	6.002607938e-01	9.553642367e-01
3.430000000e+02	1.000000000e+00	9.965175453e-01	6.040211664e-01	9.553642367e-01
3.440000000e+02	1.000000000e+00	9.914278297e-01	6.077467177e-01	9.553642367e-01
3.450000000e+02	1.000000000e+00	9.964069580e-01	6.114376027e-01	9.553642367e-01
3.460000000e+02	1.000000000e+00	9.981129318e-01	6.150939837e-01	9.553642367e-01
3.470000000e+02	1.000000000e+00	9.989301729e-01	6.187160294e-01	9.553642367e-01
3.480000000e+02	1.000000000e+00	9.987672419e-01	6.223039146e-01	9.553642367e-01
3.490000000e+02	1.000000000e+00	9.994940173e-01	6.258578202e-01	9.553642367e-01
3.500000000e+02	1.000000000e+00	9.994000003e-01	6.293779326e-01	9.553642367e-01
3.510000000e+02	1.000000000e+00	9.994913795e-01	6.328644434e-01	9.553642367e-01
3.520000000e+02	1.000000000e+00	9.985247869e-01	6.363175493e-01	9.553642367e-01
3.530000000e+02	1.000000000e+00	9.993136755e-01	6.397374514e-01	9.553642367e-01
3.540000000e+02	1.000000000e+00	9.995000002e-01	6.431243555e-01	9.553642367e-01
3.550000000e+02	1.000000000e+00	9.993000003e-01	6.464784711e-01	9.553642367e-01
3.560000000e+02	1.000000000e+00	9.990470592e-01	6.498000118e-01	9.553642367e-01
3.570000000e+02	1.000000000e+00	9.984050427e-01	6.530891948e-01	9.553642367e-01
3.580000000e+02	1.000000000e+00	9.979658342e-01	6.563462404e-01	9.553642367e-01
3.590000000e+02	1.000000000e+00	9.973291678e-01	6.595713722e-01	9.553642367e-01
3.600000000e+02	1.000000000e+00	9.967000014e-01	6.627648165e-01	9.553642367e-01
3.610000000e+02	1.000000000e+00	9.967380179e-01	6.659268024e-01	9.553642367e-01
3.620000000e+02	1.000000000e+00	9.977677695e-01	6.690575612e-01	9.553642367e-01
3.630000000e+02	9.999750962e-01	9.988958682e-01	6.721573266e-01	9.553642367e-01
